Epoch time,Latitude,Longitude,Pressure (Pa),Radiation (cps)
1682783142.3649516,37.863683,-122.316725,-53.708758612509655,25.4
1682783148.074071,37.863498,-122.316888,-53.8074379281142,24.4
1682783153.735105,37.863441,-122.316955,-54.01911696752042,26.0
1682783159.4957538,37.86339,-122.316996,-53.81439648344106,27.6
1682783165.2701693,37.863379,-122.317055,-53.737341842599086,29.0
1682783171.00018,37.863386,-122.31714,-54.132467634782714,24.0
1682783176.7677677,37.86345,-122.317178,-53.748817588451544,24.0
1682783182.6529162,37.86363,-122.317168,-54.441200878371774,24.0
1682783188.4263535,37.863541,-122.317313,-53.959709276787194,25.6
1682783194.2605593,37.863429,-122.317431,-54.29431451371005,25.0
1682783200.0559583,37.863331,-122.317533,-54.71738632928447,23.2
1682783205.7804983,37.863413,-122.317513,-55.375231956391715,27.4
1682783211.58157,37.863315,-122.317563,-55.82621672643511,23.0
1682783217.3785243,37.863221,-122.317655,-55.80016113572937,33.8
1682783223.2253494,37.863046,-122.31783,-56.13949163015369,25.8
1682783229.1248972,37.863051,-122.317831,-56.12766146003074,24.2
1682783234.941825,37.863058,-122.31783,-56.15772937872026,28.4
1682783240.8111644,37.863051,-122.317836,-55.81501376200113,29.4
1682783247.1294196,37.863025,-122.317851,-55.67027086854682,29.6
1682783253.7269895,37.863111,-122.317893,-55.882246339161725,36.2
1682783259.6343052,37.863133,-122.317913,-55.879759925249246,25.4
1682783265.4720185,37.863148,-122.317921,-55.79486073462701,31.6
1682783271.409034,37.86314,-122.317873,-55.83024255793294,28.4
1682783277.272293,37.863136,-122.317878,-55.78668942742604,27.8
1682783283.2389185,37.863078,-122.317833,-55.71442597428607,23.8
1682783289.169813,37.863053,-122.317791,-55.92544818830443,24.2
1682783295.0541844,37.863063,-122.317761,-55.84448013683327,20.0
1682783301.0986512,37.863056,-122.317748,-55.97936032519823,27.0
1682783307.036604,37.862953,-122.317741,-55.643851043234264,24.4
1682783312.9506385,37.862755,-122.317685,-55.24451295799075,21.4
1682783318.8574362,37.862695,-122.31766,-54.903456443744375,22.6
1682783324.7887042,37.862648,-122.317633,-54.587414641903926,23.0
1682783330.7936022,37.862563,-122.31756,-54.37167679372844,25.0
1682783336.8921485,37.86251,-122.31751,-54.656585961954846,19.6
1682783342.8731048,37.86244,-122.317495,-54.78677653863572,19.0
1682783348.8245668,37.862328,-122.317503,-54.755774267459216,21.0
1682783354.7972305,37.862311,-122.31749,-54.60254100303474,18.4
1682783360.718613,37.862316,-122.317481,-54.537866951495914,22.8
1682783366.6818855,37.862373,-122.317456,-54.719224962449815,24.2
1682783372.6846125,37.862391,-122.317426,-54.97123843423919,21.8
1682783378.6868336,37.86242,-122.317391,-55.248773714982676,23.6
1682783384.7030632,37.862415,-122.317396,-55.32799202609333,25.2
1682783390.7320323,37.862325,-122.317376,-55.50287094517613,27.2
1682783396.7628293,37.862233,-122.317383,-55.63292449636969,27.6
1682783403.1146693,37.862053,-122.317423,-55.77431989712308,28.4
1682783409.3442397,37.862031,-122.3174,-55.521835490142436,25.8
1682783415.4186094,37.861976,-122.317383,-55.502899676252156,31.6
1682783421.5230494,37.861921,-122.31736,-54.8805882020756,25.2
1682783427.5743818,37.861866,-122.317326,-54.86352880092103,23.6
1682783433.7189767,37.8618,-122.31724,-54.68059098013076,24.8
1682783439.7802851,37.861741,-122.317223,-55.22276650483674,25.0
1682783445.8688378,37.861656,-122.317206,-55.419500265158,21.2
1682783451.9190588,37.861605,-122.317175,-55.367609873150926,24.2
1682783458.0176814,37.861525,-122.317156,-55.250880453300354,21.2
1682783464.2432935,37.861395,-122.317121,-55.333896026281664,26.2
1682783470.4246702,37.861361,-122.317106,-55.42183135881922,22.4
1682783476.535063,37.861303,-122.317116,-55.5391392145875,26.6
1682783482.6081746,37.861251,-122.317113,-55.634980009746954,20.6
1682783489.00589,37.861176,-122.317081,-55.708294935295754,24.4
1682783495.132395,37.861115,-122.317046,-55.54315730492054,22.6
1682783501.2912276,37.86103,-122.317023,-55.52104063817558,25.4
1682783507.4297214,37.860961,-122.317005,-55.392190004024904,23.0
1682783513.683072,37.860875,-122.316935,-55.4520728062529,24.4
1682783519.969351,37.860873,-122.31693,-55.598415146457555,24.8
1682783526.1817327,37.860918,-122.316936,-55.597653777320645,26.0
1682783532.438297,37.860958,-122.316945,-55.61026319264268,18.6
1682783538.6633506,37.860991,-122.317001,-55.55848916674759,23.2
1682783544.82918,37.86111,-122.316983,-55.485365364941316,20.8
1682783551.0323746,37.86117,-122.31697,-55.46419784966584,24.0
1682783557.28864,37.861213,-122.31696,-55.48310207257178,24.0
1682783563.6937003,37.861413,-122.316978,-55.40879171587027,23.8
1682783569.949786,37.861523,-122.316998,-55.35779056636346,25.8
1682783576.423845,37.861633,-122.317003,-55.29957444985796,24.8
1682783582.671201,37.861703,-122.317018,-55.11875061747104,21.0
1682783589.0274985,37.861728,-122.316896,-54.96823102541778,25.8
1682783595.2637339,37.8617,-122.316843,-54.815402603447566,29.0
1682783601.5268548,37.861656,-122.31677,-54.41106257765615,26.2
1682783607.8267791,37.86164,-122.31668,-54.329557392668306,26.4
1682783614.1560798,37.861621,-122.316433,-54.262003414141894,24.4
1682783620.6467733,37.861668,-122.316366,-54.13422900722654,20.8
1682783627.0887098,37.861678,-122.316333,-54.432034178470715,32.0
1682783633.4977617,37.861728,-122.316335,-54.666225725671865,26.6
1682783639.9700365,37.861793,-122.316308,-54.46850779444308,26.8
1682783646.8402822,37.861786,-122.316276,-54.63242672684137,27.2
1682783653.7209125,37.861798,-122.316248,-54.820468113256155,28.4
1682783660.3020985,37.861873,-122.316163,-54.9345486044716,25.4
1682783667.2240376,37.861875,-122.31615,-54.89402579750305,24.6
1682783673.5521052,37.861906,-122.316171,-54.90622897045084,27.6
1682783680.0065167,37.862081,-122.316015,-55.00206940560373,26.8
1682783686.3320718,37.862148,-122.315996,-55.01292600355448,28.6
1682783692.6410227,37.862216,-122.315948,-54.908893947805254,27.8
1682783699.2673728,37.862375,-122.315903,-54.849321963071034,27.0
1682783705.7850099,37.862438,-122.315888,-54.74659700326923,29.0
1682783712.1447804,37.862498,-122.315871,-54.73044164063462,23.2
1682783718.4762108,37.862551,-122.315839,-54.6959407923315,24.6
1682783724.8366585,37.86264,-122.315746,-54.77258650012077,24.2
1682783731.2547474,37.86269,-122.315683,-54.72479289551805,29.2
1682783737.7218888,37.862716,-122.315613,-54.81235858423058,26.2
1682783744.2401736,37.862793,-122.315509,-54.948285034088045,25.0
1682783750.6155245,37.862806,-122.315441,-54.901774086091876,31.8
1682783757.05237,37.862811,-122.315365,-54.993942142268445,26.6
1682783763.6685145,37.8628,-122.315285,-55.177426991351915,21.4
1682783770.1951416,37.862815,-122.315151,-55.19276747153369,25.8
1682783776.671433,37.862815,-122.315081,-54.41590008246044,21.8
1682783783.295128,37.862813,-122.315018,-54.03467250475462,24.2
1682783789.790146,37.862865,-122.314903,-54.68999753787372,19.6
1682783796.2414646,37.862878,-122.31483,-54.67640401680639,19.8
1682783802.7187257,37.862886,-122.314746,-55.0305463932868,24.2
1682783809.341043,37.86289,-122.31464,-54.6184114346003,25.0
1682783815.848921,37.862945,-122.314486,-54.99390226305187,23.4
1682783822.5126736,37.862996,-122.314378,-55.37028704054764,20.4
1682783829.3123312,37.86303,-122.314298,-55.586191578986416,22.4
1682783835.7843738,37.863066,-122.31415,-55.76283366918258,22.6
1682783842.3635695,37.863085,-122.314081,-55.82329556265166,19.6
1682783848.902262,37.86308,-122.314021,-56.04098982581299,17.8
1682783855.571963,37.863078,-122.313858,-56.08697610271193,26.6
1682783862.1851149,37.863081,-122.313776,-56.13894226603074,22.6
1682783868.7190034,37.863083,-122.313696,-56.12827371482652,19.2
1682783875.3980281,37.863081,-122.31355,-56.14097784541036,24.0
1682783882.1111443,37.863081,-122.313491,-56.189722554671235,22.0
1682783888.6346972,37.863101,-122.31341,-56.08693687784917,22.6
1682783895.335665,37.863141,-122.313268,-56.09714526578429,23.4
1682783901.9013076,37.863186,-122.313195,-56.09041843234198,23.6
1682783908.4794176,37.863225,-122.313118,-55.97977128327062,21.4
1682783915.0961819,37.86327,-122.312983,-56.03025084810601,21.4
1682783921.9102705,37.863278,-122.312909,-55.95669598596447,26.4
1682783928.701826,37.863293,-122.312846,-56.184800288701936,31.6
1682783935.4902375,37.863331,-122.312693,-56.13472393391342,29.6
1682783942.257743,37.863353,-122.312595,-56.0819132385982,25.0
1682783948.8199058,37.863351,-122.312526,-56.1479177646344,28.4
1682783955.4981265,37.863368,-122.312415,-56.35222914350284,33.8
1682783962.2117245,37.863346,-122.31238,-56.28456156037484,14.8
1682783968.8469996,37.863306,-122.312341,-56.2816005684563,10.8
1682783975.9203672,37.86327,-122.312331,-56.067188472864046,11.0
1682783982.5836864,37.86326,-122.312333,-55.8963227575277,10.6
1682783989.4862099,37.863253,-122.31234,-55.68014355398488,8.6
1682783996.515185,37.863301,-122.312358,-55.51847210163692,18.2
1682784003.2214491,37.863346,-122.312348,-55.68211904106498,23.0
1682784009.8792145,37.863371,-122.312301,-55.5533426288562,23.6
1682784016.599384,37.863421,-122.312154,-55.54458240939792,31.2
1682784023.4266806,37.863448,-122.312056,-55.500438231704436,29.4
1682784030.2755117,37.86347,-122.311893,-55.569658202098616,31.4
1682784037.0379298,37.86347,-122.311831,-55.569417893653,24.2
1682784043.7231107,37.863476,-122.31177,-55.511747931715576,26.2
1682784050.6861854,37.863495,-122.311643,-55.64398485242409,23.6
1682784057.55307,37.863501,-122.311555,-55.53703145849384,22.4
1682784064.2956467,37.863513,-122.31148,-55.55008433455818,19.0
1682784071.0947285,37.86354,-122.311384,-56.26097838488379,21.6
1682784077.8569534,37.863545,-122.311376,-56.331919385641754,20.2
1682784084.754219,37.863545,-122.311376,-56.275839136989134,19.8
1682784091.5968268,37.863548,-122.311375,-56.30228832299055,25.0
1682784098.5908868,37.86355,-122.311373,-56.43432847637086,20.0
1682784105.5076935,37.86355,-122.31137,-56.30705019330409,20.8
1682784112.473293,37.86356,-122.311363,-55.96913894791548,22.8
1682784119.4197152,37.863601,-122.311359,-56.09372387527437,18.2
1682784126.3201509,37.863703,-122.31139,-55.20172989653655,25.2
1682784133.1670532,37.863771,-122.311411,-55.19800043315717,25.6
1682784140.04937,37.863821,-122.311431,-55.52144316131212,22.6
1682784146.9831288,37.863958,-122.311461,-55.65836626693422,23.4
1682784154.116344,37.86403,-122.31149,-55.80663786705927,25.4
1682784160.9786623,37.864141,-122.311525,-55.80814979296506,22.4
1682784167.847188,37.86417,-122.31153,-55.65244377115035,27.2
1682784174.995869,37.864233,-122.311553,-55.01818555624068,31.0
1682784181.8606508,37.864363,-122.311575,-55.46348113941976,23.6
1682784188.7648163,37.864436,-122.311563,-55.79941566939068,28.4
1682784195.7184265,37.864588,-122.3115,-55.92908671767702,24.4
1682784203.0136316,37.864643,-122.311461,-56.19024839164088,24.8
1682784209.92237,37.864693,-122.311423,-56.334308153744125,27.0
1682784216.847369,37.864806,-122.311351,-56.18793607258175,28.0
1682784223.691013,37.864846,-122.311288,-56.301897061309894,24.6
1682784230.6959877,37.86489,-122.31123,-56.447151834471164,25.8
1682784237.7417905,37.864958,-122.31115,-56.55136672153256,26.2
1682784244.6272435,37.86498,-122.311086,-56.53493778398166,29.6
1682784251.8052797,37.865021,-122.310923,-56.6211379778778,27.8
1682784258.8759515,37.865028,-122.310846,-56.789851997583284,26.6
1682784265.8385496,37.865041,-122.310753,-56.70062985975089,27.4
1682784272.833456,37.865076,-122.310553,-56.837062824539345,30.2
1682784279.8758738,37.865085,-122.31048,-56.72703619073806,30.2
1682784287.062566,37.865126,-122.310335,-56.844348471100595,30.0
1682784294.2671695,37.865155,-122.310276,-57.02732147061218,30.0
1682784301.2886417,37.865215,-122.310188,-56.94346218148134,26.6
1682784308.4128425,37.865248,-122.310138,-57.05893239996398,33.6
1682784315.4623928,37.865271,-122.310053,-57.20591522202732,30.2
1682784322.5098913,37.865321,-122.309896,-57.035324478136246,34.6
1682784329.6227348,37.865343,-122.309813,-56.91296398889185,30.0
1682784336.8700485,37.865385,-122.309638,-56.82577364817513,29.6
1682784344.3325827,37.865394,-122.309561,-57.12186521973015,26.0
1682784352.0624774,37.865408,-122.309386,-57.14859928072369,25.8
1682784359.2740846,37.865415,-122.309281,-56.9486426165882,30.8
1682784366.435393,37.86543,-122.309129,-56.447289173864235,25.8
1682784373.4941955,37.86544,-122.309075,-56.44584050384492,29.0
1682784380.690763,37.865461,-122.309011,-56.63067196367606,24.8
1682784388.104355,37.865508,-122.308868,-56.70027170890947,27.0
1682784395.1350965,37.865533,-122.308781,-56.71511456184565,27.0
1682784402.2403944,37.865551,-122.308611,-56.55149999014655,26.0
1682784409.4705527,37.865568,-122.308538,-56.30801669731825,28.6
1682784416.640665,37.865593,-122.308393,-56.28569998497457,26.6
1682784423.7453263,37.865598,-122.30832,-56.08185961582548,27.4
1682784431.1378803,37.865605,-122.308251,-55.89819745216572,25.4
1682784438.3366854,37.865634,-122.308093,-56.13135308752657,30.4
1682784445.476935,37.865663,-122.308008,-56.43942124883641,27.8
1682784452.7188914,37.865693,-122.307856,-56.131173623738476,26.2
1682784460.025475,37.865721,-122.307778,-56.25285256761359,36.6
1682784467.3893688,37.865766,-122.307628,-56.12099282539359,30.6
1682784474.8372157,37.865793,-122.30756,-55.82930540646237,32.6
1682784482.189539,37.865811,-122.307413,-55.74819624936389,31.4
1682784489.4418278,37.865811,-122.307345,-55.55727300327632,28.8
1682784496.775368,37.865861,-122.307213,-55.19859940618244,29.6
1682784504.0303392,37.865888,-122.307133,-55.383945162510926,29.0
1682784511.248664,37.865898,-122.30706,-55.63383793502873,30.0
1682784518.6889243,37.865928,-122.306893,-55.85272191435417,38.8
1682784526.113656,37.86594,-122.306801,-55.73073884089415,25.4
1682784533.4747036,37.866004,-122.306646,-55.87574647952157,36.8
1682784540.7409582,37.866011,-122.306561,-56.045262219155276,29.4
1682784548.1448858,37.86604,-122.306375,-56.062373383316064,25.2
1682784555.5242157,37.866061,-122.306293,-56.233398030490804,29.8
1682784563.1787133,37.866096,-122.306155,-56.74816007137061,26.6
1682784570.604381,37.866118,-122.306071,-56.88637298367764,26.2
1682784578.074073,37.866166,-122.305896,-57.27783125736234,29.0
1682784585.3765228,37.866193,-122.305824,-57.231147211529404,31.0
1682784592.7057512,37.866226,-122.305701,-57.00578163097177,27.2
1682784600.1560307,37.866241,-122.305645,-56.8118914720763,33.2
1682784607.7078745,37.86621,-122.305575,-56.74966702080629,24.8
1682784615.129418,37.866191,-122.305585,-56.485176838566986,24.0
1682784622.6216342,37.866203,-122.305585,-56.43820572387135,28.6
1682784630.0571413,37.8662,-122.305576,-56.4493699613332,31.2
1682784637.4239504,37.866198,-122.305553,-56.49654850368151,25.8
1682784645.1303127,37.8662,-122.305558,-56.4517369352334,30.8
1682784652.46406,37.866088,-122.305491,-56.526037740844856,30.4
1682784660.014736,37.866026,-122.305491,-56.25220648471169,35.4
1682784667.4681723,37.865906,-122.305469,-56.30354915359143,30.4
1682784674.8239126,37.86583,-122.305431,-56.03043553824955,33.8
1682784682.5127165,37.865745,-122.305363,-55.203401784345985,34.6
1682784690.1096818,37.86571,-122.305293,-55.431396339874325,31.0
1682784697.8636622,37.865634,-122.305156,-56.06483791312317,30.2
1682784705.3137875,37.8656,-122.305113,-56.07312593819404,30.0
1682784712.8343143,37.865488,-122.305091,-55.9804471228302,33.4
1682784720.2752054,37.865435,-122.305128,-55.879713566564206,36.6
1682784728.0434759,37.865296,-122.305161,-55.72059943435643,36.4
1682784735.5105586,37.865173,-122.305176,-55.810483210476804,28.6
1682784742.9707413,37.865061,-122.305105,-55.74279839673231,35.8
1682784750.6091752,37.865024,-122.305056,-55.84280991488839,33.2
1682784758.0747073,37.865023,-122.304863,-55.74848222715296,31.6
1682784765.5898445,37.865013,-122.304763,-55.49907172665198,27.4
1682784773.364574,37.865003,-122.304576,-54.91420675700223,34.6
1682784780.8221188,37.864976,-122.304521,-54.58477495376535,26.6
1682784788.392078,37.864891,-122.304413,-53.85554441504628,31.4
1682784795.9621425,37.864843,-122.304355,-53.449434491317405,28.2
1682784803.5464766,37.864763,-122.304216,-53.25935985060394,25.6
1682784811.3976097,37.864728,-122.304183,-52.699906091160706,27.6
1682784818.9563978,37.864611,-122.304141,-52.16362721811025,26.6
1682784826.568854,37.864549,-122.304121,-51.49638184370245,25.4
1682784834.3054626,37.864461,-122.304001,-50.51355266704684,25.0
1682784841.8039174,37.864435,-122.303951,-50.006763036731,24.8
1682784849.5880992,37.864408,-122.303805,-49.690821347583274,30.0
1682784857.4240289,37.864414,-122.303743,-49.203082706882725,30.2
1682784865.0663216,37.864425,-122.303601,-48.291570189062554,19.2
1682784872.6479275,37.864426,-122.303546,-48.28022792469886,22.8
1682784880.3528728,37.864491,-122.30343,-48.28520873293341,22.0
1682784888.16186,37.864538,-122.303338,-48.341604722977195,19.2
1682784896.1082597,37.864568,-122.303261,-48.29238288027295,22.8
1682784903.6917145,37.864611,-122.303146,-48.35840176055453,21.0
1682784911.3708518,37.864628,-122.302988,-48.85460876480872,21.6
1682784919.062239,37.86468,-122.302748,-49.391067235958246,19.4
1682784926.8867478,37.864731,-122.302696,-49.96603707052629,20.4
1682784934.7145371,37.864813,-122.302686,-50.57751086646317,20.6
1682784942.4030664,37.86488,-122.302738,-51.361100078997325,24.2
1682784950.1158123,37.864961,-122.3028,-51.87851602414568,21.4
1682784957.8433068,37.865005,-122.30282,-52.24017855634205,21.2
1682784965.7443051,37.865108,-122.302841,-52.64782899280502,24.0
1682784973.5433023,37.865209,-122.302835,-53.130849829830034,25.2
1682784981.3432922,37.865273,-122.302845,-53.8314898402504,23.4
1682784989.0774398,37.86541,-122.302865,-54.33385921390415,25.2
1682784996.8975961,37.865486,-122.302878,-54.67617032361177,26.2
1682785004.7772872,37.86566,-122.302898,-55.47501231305351,27.2
1682785012.5263832,37.865725,-122.302881,-55.25468355422862,27.0
1682785020.299966,37.865808,-122.302805,-56.65098771520739,28.2
1682785028.0100565,37.865853,-122.302766,-57.359990446848315,30.4
1682785035.8403354,37.865968,-122.302715,-57.57362199062063,26.2
1682785043.8150694,37.865953,-122.302615,-58.116532951475364,29.0
1682785051.6891947,37.865928,-122.302578,-58.244983693099584,31.6
1682785059.4965277,37.865888,-122.302288,-58.01623957315819,25.6
1682785067.2653897,37.865895,-122.302158,-55.79480200953347,28.6
1682785075.4506252,37.865923,-122.302044,-55.76884662969197,32.6
1682785083.2098985,37.86594,-122.302015,-55.91177976862678,31.0
1682785091.0246115,37.865958,-122.301946,-56.03133469317527,24.8
1682785098.8588622,37.86596,-122.301618,-55.04881785401599,23.6
1682785106.7021685,37.865961,-122.301503,-55.53195495104781,22.2
1682785114.7971158,37.866013,-122.301453,-54.373665910827874,31.2
1682785122.5599606,37.866004,-122.301426,-53.371391162663784,23.8
1682785130.6144788,37.86603,-122.301395,-53.313947194147005,26.0
1682785138.6138108,37.8661,-122.301283,-53.257522979215665,33.0
1682785146.76437,37.86614,-122.301145,-53.52253893027497,25.8
1682785154.6924882,37.866188,-122.30091,-54.44695057363879,18.4
1682785162.564821,37.866205,-122.300826,-54.79215642693099,23.6
1682785170.5665975,37.86623,-122.30061,-55.15124803288198,24.6
1682785178.5376806,37.866215,-122.300556,-55.384493516348606,23.6
1682785186.9149702,37.866181,-122.30046,-52.89897070668091,36.6
1682785194.9123847,37.866273,-122.300238,-52.75412751494948,31.2
1682785202.8080914,37.86624,-122.300193,-52.64304875751571,30.4
1682785210.742079,37.866246,-122.300123,-52.999144262669546,31.6
1682785218.9021585,37.866238,-122.300088,-53.85116888480948,27.4
1682785226.9702358,37.866346,-122.29987,-53.90104765204267,26.2
1682785234.9095938,37.866351,-122.299746,-53.000774327538025,23.0
1682785242.9112272,37.866329,-122.299731,-52.12277298446817,19.6
1682785250.829477,37.86627,-122.299531,-52.11835493424649,23.6
1682785259.0940046,37.866436,-122.299249,-52.75701020890062,25.8
1682785267.0286324,37.866516,-122.299145,-53.407937664235526,23.8
1682785275.1160953,37.866551,-122.29898,-54.42948637290709,26.4
1682785283.124408,37.866551,-122.298918,-54.26136175676935,24.8
1682785291.552,37.866568,-122.298846,-54.07846637667177,28.0
1682785299.6504617,37.86654,-122.298728,-54.177863463259186,21.4
1682785307.6923432,37.866576,-122.298675,-54.29367376161021,24.0
1682785316.056294,37.86665,-122.298561,-54.15013783491334,25.8
1682785323.9066145,37.866669,-122.298405,-52.98922334721907,27.4
1682785332.2829776,37.866726,-122.298226,-52.609661690214416,25.4
1682785340.3250055,37.86668,-122.298073,-52.12760538861023,26.6
1682785348.3763533,37.866695,-122.297973,-53.170202314445106,22.0
1682785356.4200015,37.866753,-122.297773,-52.890149033465576,29.6
1682785364.812539,37.866885,-122.297523,-51.53820150564541,27.4
1682785372.946819,37.86683,-122.297528,-52.17548306271827,27.6
1682785381.053026,37.866731,-122.297433,-52.90228657861677,27.4
1682785389.167173,37.866736,-122.297444,-52.966942211711356,31.6
1682785397.4830775,37.866956,-122.297491,-51.447935815819235,25.4
1682785405.6382961,37.867036,-122.297505,-51.08826347562842,26.4
1682785413.7181354,37.867048,-122.297518,-51.17830248712674,27.4
1682785421.8686862,37.867088,-122.297475,-52.35210914112697,28.6
1682785430.309065,37.867175,-122.297516,-52.509840823064636,23.0
1682785438.530547,37.867279,-122.29756,-53.371293340659726,33.2
1682785446.6822538,37.867528,-122.297671,-51.833293028609695,26.4
1682785454.9697664,37.867649,-122.297755,-50.84823907038443,28.4
1682785463.234722,37.867721,-122.297791,-51.26897918173147,26.6
1682785471.7971103,37.867765,-122.297746,-51.78206889256978,29.6
1682785481.3041208,37.867786,-122.297736,-51.64620291367625,35.0
1682785489.7495565,37.867796,-122.297733,-52.731535245881645,32.8
1682785498.1718178,37.867795,-122.297698,-53.10372363549288,34.0
1682785506.5128274,37.867803,-122.297756,-53.399758313830034,27.0
1682785514.9031007,37.867816,-122.29783,-52.17099266096666,33.0
1682785523.9817555,37.867834,-122.297883,-50.87224811101896,27.6
1682785532.298278,37.867823,-122.297905,-51.781602271290474,30.2
1682785540.7704766,37.867861,-122.297781,-53.076985189164844,27.6
1682785549.2970753,37.867873,-122.297743,-52.90498581509789,33.6
1682785557.610959,37.8679,-122.297675,-53.53107514069449,39.6
1682785566.196885,37.867933,-122.297508,-51.451514194640026,29.0
1682785574.7611077,37.868013,-122.297461,-52.577088880212116,29.8
1682785583.0630434,37.86803,-122.297355,-53.172557431471986,29.4
1682785591.4457483,37.868033,-122.297333,-51.32470470545683,33.4
1682785599.8175962,37.86807,-122.297251,-52.49404576109846,27.8
1682785608.2568357,37.868023,-122.296834,-51.78158280545196,28.2
1682785616.7940512,37.868045,-122.29662,-52.12348251457462,28.2
1682785625.0516572,37.868101,-122.296485,-52.230856522005624,30.0
1682785633.543066,37.868155,-122.296443,-51.304163671723046,30.4
1682785641.872445,37.86818,-122.296361,-51.360219140571985,24.2
1682785650.3179786,37.868209,-122.296258,-51.17003300419513,33.0
1682785658.5523727,37.868225,-122.29622,-50.188743562820285,29.4
1682785667.3223486,37.868183,-122.295951,-50.667533965088715,28.8
1682785675.9334736,37.868188,-122.295828,-49.75122218552316,39.4
1682785684.281849,37.868205,-122.295775,-49.86783747286456,37.8
1682785692.561421,37.868271,-122.295588,-50.087925091903685,28.0
1682785701.2977886,37.868351,-122.295546,-50.387485394408316,30.2
1682785709.5616608,37.868336,-122.295486,-50.374156954404725,30.2
1682785717.972874,37.868376,-122.295376,-49.966966987625916,29.6
1682785726.3654978,37.868408,-122.29527,-49.33697586922058,26.8
1682785735.1008174,37.868443,-122.295221,-48.95679388168863,29.0
1682785743.5131757,37.868468,-122.295079,-49.16951004502155,33.2
1682785751.9660146,37.868485,-122.29492,-47.62260837439925,27.0
1682785760.3558428,37.868543,-122.294808,-47.739421867869616,26.6
1682785769.051385,37.868551,-122.294626,-48.89963514442518,26.6
1682785777.5989425,37.868606,-122.294643,-48.360570001082586,26.6
1682785786.2698355,37.868606,-122.29451,-47.22699257707593,33.2
1682785794.8479743,37.868621,-122.294366,-48.90164774955598,37.4
1682785803.7289443,37.868918,-122.294358,-46.71706739453596,53.2
1682785812.3836718,37.868861,-122.2943,-47.1251952476716,35.2
1682785820.9162827,37.868915,-122.294248,-46.430629735308244,33.0
1682785829.6478436,37.868981,-122.294156,-48.26615923636005,38.6
1682785838.1497433,37.868865,-122.293446,-48.83381708254474,30.6
1682785846.8401902,37.868869,-122.293391,-48.33915578638373,35.6
1682785855.5358367,37.86888,-122.293213,-46.01007462688346,38.0
1682785864.3276885,37.868903,-122.293031,-45.905037926056806,34.0
1682785872.836172,37.868911,-122.292868,-44.896991949899295,32.4
1682785881.521104,37.868983,-122.292716,-44.86384926981049,32.8
1682785890.0996633,37.869005,-122.292661,-43.06604484236017,31.0
1682785899.1715076,37.869041,-122.29253,-43.51831276582784,27.4
1682785907.7891245,37.869076,-122.292426,-44.18708782702788,32.4
1682785916.5378964,37.869038,-122.29249,-44.36124169777637,33.2
1682785925.2900195,37.869013,-122.292514,-45.8110691946349,31.8
1682785933.8833702,37.869076,-122.292438,-47.4613554309301,29.6
1682785942.568253,37.86906,-122.292368,-47.900921015578405,34.0
1682785951.134984,37.868968,-122.292403,-44.76780905142545,33.4
1682785959.9552207,37.868915,-122.292406,-44.53345202184927,31.6
1682785968.6995795,37.868913,-122.292296,-43.49629940179656,31.2
1682785977.4671996,37.868946,-122.292066,-43.779676810919206,27.2
1682785986.2363734,37.868946,-122.292066,-43.54467408557566,32.2
1682785995.092879,37.868946,-122.292066,-42.70111136067638,28.4
1682786003.9781225,37.868946,-122.292066,-42.13880072743714,26.2
1682786013.187951,37.868946,-122.292066,-43.29738351631289,29.6
1682786022.1950293,37.868946,-122.292066,-43.871217286847006,46.0
1682786031.0772123,37.868946,-122.292066,-45.913489051729655,35.2
1682786039.767073,37.868946,-122.292066,-45.38777819467957,27.6
1682786048.7151544,37.868946,-122.292066,-42.74795749096929,44.2
1682786057.6235623,37.869143,-122.291649,-42.004689182494374,30.4
1682786066.4501529,37.869171,-122.291565,-41.436194794049335,29.0
1682786075.1361,37.869176,-122.291258,-41.92858985241938,27.4
1682786084.0848327,37.86915,-122.290986,-41.96177690106289,29.4
1682786092.8155377,37.869138,-122.290825,-41.79211813458406,30.6
1682786101.701885,37.869116,-122.290631,-41.70519065265784,32.2
1682786110.436454,37.86915,-122.290531,-41.17365703697251,27.0
1682786119.390393,37.869225,-122.290415,-41.573230082850486,22.6
1682786128.1799395,37.86921,-122.290361,-41.08463549884911,31.2
1682786137.0294049,37.869294,-122.290503,-40.597348903163365,30.6
1682786145.993085,37.869453,-122.290591,-39.57235237035681,40.0
1682786154.838925,37.869261,-122.290404,-39.63858201707286,30.6
1682786163.5753012,37.869363,-122.290241,-38.818472778366726,23.6
1682786172.566506,37.869358,-122.289761,-38.587353334551196,31.4
1682786181.700368,37.8694,-122.289696,-38.796972548100385,25.0
1682786190.490741,37.869441,-122.289428,-39.8696372278047,25.4
1682786199.3058481,37.869448,-122.289268,-37.667302246543,29.6
1682786208.2091405,37.86946,-122.28912,-38.895885018996154,31.2
1682786217.483537,37.869426,-122.288935,-38.40187701235498,22.4
1682786226.365533,37.869431,-122.288806,-38.67398750011196,23.6
1682786235.4652107,37.869343,-122.2885,-37.73810511438056,32.2
1682786244.470252,37.869408,-122.288401,-38.65302689031034,31.6
1682786253.2873363,37.869426,-122.288198,-37.559851710387754,30.6
1682786262.2260053,37.869343,-122.288071,-37.40203917388387,33.0
1682786271.2983582,37.869286,-122.288046,-37.52328231153638,32.4
1682786280.2343137,37.869204,-122.28803,-37.41878366457401,33.2
