Epoch time,Latitude,Longitude,Pressure (Pa),Radiation (cps)
1682547033.368922,0,0,81.5343151295495,0
1682547038.5998533,0,0,81.61175054806463,0
1682547043.8246136,0,0,81.6351198882385,0
1682547049.0533168,0,0,81.72053519490757,0
1682547054.3291752,0,0,81.68124650445395,0
1682547059.6433392,0,0,81.55898651633119,0
1682547065.0625129,0,0,81.5783729459244,0
1682547070.498604,0,0,81.48531174528986,0
1682547075.8298159,0,0,81.42223131558606,0
1682547081.1085055,0,0,81.48490407775019,0
1682547086.381211,0,0,81.39803787354457,0
1682547091.7365968,0,0,81.38618376168591,0
1682547097.072941,0,0,81.43694186707273,0
1682547102.425144,37.87504,-122.258748,81.33317339679101,0
1682547107.7601738,37.87504,-122.25874,81.30580468807969,0
1682547113.115547,37.875041,-122.258743,81.32559283491162,0
1682547118.4501305,37.875056,-122.258726,81.31723049691288,0
1682547123.9004123,37.875095,-122.258735,81.45144899931415,0
1682547129.3988743,37.875095,-122.25874,81.4401233554142,0
1682547134.999074,37.8751,-122.25874,81.4594646473046,0
1682547140.582296,37.875113,-122.258741,81.51162967123662,0
1682547146.094711,37.87512,-122.258748,81.45544522529967,0
1682547151.5352988,37.875118,-122.258748,81.47935845666055,0
1682547156.9582822,37.875111,-122.258745,81.49520071856651,0
1682547162.3970068,37.875105,-122.258741,81.5202491090233,0
1682547167.8005266,37.875101,-122.258748,81.50570614102693,0
1682547173.238395,37.875098,-122.258751,81.56569902462475,0
1682547178.7390962,37.875101,-122.25874,81.66703234233472,0
1682547184.230927,37.8751,-122.258741,81.65280545513173,0
1682547189.6780844,37.875096,-122.25874,81.66719817538247,0
1682547195.1366491,37.875095,-122.258735,81.73781253047248,0
1682547200.5957465,37.875088,-122.258728,81.67297174233823,0
1682547206.1215713,37.875083,-122.258721,81.72107785538479,0
1682547211.6140168,37.875076,-122.258726,81.71289165522055,0
1682547217.157919,37.875075,-122.258731,81.74367075909043,0
1682547222.6459036,37.87508,-122.258735,81.83203792826737,0
1682547228.3000326,37.87508,-122.258731,81.76414886464866,0
1682547234.0012903,37.875095,-122.258741,81.78827361738095,0
1682547239.7295659,37.875103,-122.258758,81.92006940527526,0
1682547245.5257516,37.875081,-122.258736,81.92365026240913,0
1682547251.0768576,37.87505,-122.258681,82.03126069498342,0
1682547256.5866683,37.875046,-122.258678,81.94479227837962,0
1682547262.1564672,37.875025,-122.258679,81.93620442951759,0
1682547267.7235584,37.874998,-122.258678,81.92516966019826,0
1682547273.3362243,37.874993,-122.258685,81.90240430681826,0
1682547278.9081397,37.87499,-122.258685,81.90051346966473,0
1682547284.5102825,37.874991,-122.258689,82.00868303055076,0
1682547290.149023,37.874996,-122.258688,82.0502634557847,0
1682547295.697148,37.874998,-122.258685,82.0408572584322,0
1682547301.3878808,37.874998,-122.258681,82.10708600443789,0
1682547307.174666,37.874993,-122.258686,82.07617838347169,0
1682547312.870729,37.874969,-122.25872,82.1500330247087,0
1682547318.4933252,37.874933,-122.258756,82.18083030515726,0
1682547324.145625,37.875001,-122.258741,82.19085116382206,0
1682547329.7754486,37.875011,-122.258736,82.24795809431133,0
1682547335.4008338,37.875019,-122.258735,82.25653100507392,0
1682547341.187643,37.875033,-122.25874,82.3913257501818,0
1682547347.0629306,37.875043,-122.258748,82.42965217178981,0
1682547352.6973066,37.875053,-122.258768,82.36673914366101,0
1682547358.4037046,37.875058,-122.258796,82.22768174933907,0
1682547364.090178,37.875096,-122.25881,82.34023264767906,0
1682547369.8332994,37.875176,-122.258803,81.84707155148527,0
1682547375.548057,37.875188,-122.258763,81.60947356057508,0
1682547381.288388,37.875191,-122.258738,82.09338711939438,0
1682547387.016633,37.875195,-122.258693,82.69624254804832,0
1682547392.848393,37.875193,-122.258618,83.25434280960297,0
1682547398.5785027,37.875195,-122.258556,83.84396279483175,0
1682547404.4282672,37.875188,-122.258353,83.97692483262959,0
1682547410.1694825,37.875181,-122.258346,83.82707880323024,0
1682547415.9566011,37.875181,-122.258371,84.81333486943595,0
1682547421.6814275,37.875198,-122.258334,85.21215233220173,0
1682547427.462544,37.875235,-122.258283,85.60423025702363,0
1682547433.3419714,37.875275,-122.258208,85.78106429324913,0
1682547439.1861167,37.875265,-122.25809,86.44212848291906,0
1682547445.020855,37.875325,-122.257994,86.58922317366265,0
1682547450.898047,37.875343,-122.257978,86.56919417677327,0
1682547456.7294788,37.875286,-122.257873,86.58542962270722,0
1682547462.4879053,37.875208,-122.257676,86.94383919569927,0
1682547468.4296482,37.875205,-122.25754,87.49911628881394,0
1682547474.4819713,37.8752,-122.257438,87.67186147451297,0
1682547480.32809,37.875368,-122.257411,87.71097816471723,0
1682547486.1222475,37.875393,-122.25738,87.8631719118417,0
